date, pm25, pm10, o3, no2, so2, co
2018/5/18, 117, 64, , 20, 5, 11
2018/5/19, 99, 49, , 19, 2, 8
2018/5/20, 121, 41, , 15, 2, 9
2018/5/21, 95, 107, , 10, 1, 5
2018/5/22, 117, 185, , 14, 4, 6
2018/5/23, 141, 96, , 11, 3, 6
2018/5/24, 124, 80, , 9, 3, 7
2018/5/25, 131, 85, , 12, 4, 10
2018/5/26, 156, 96, , 9, 1, 3
2018/5/27, 111, 122, , 12, 3, 4
2018/5/28, 94, 61, , 19, 3, 8
2018/5/29, 78, 61, , 17, 4, 8
2018/5/30, 79, 62, , 22, 5, 7
2018/5/31, 88, 65, , 20, 8, 7
2018/6/1, 99, 74, , 19, 10, 9
2018/6/2, 118, 90, , 14, 5, 8
2018/6/3, 136, 67, , 16, 3, 7
2018/6/4, 103, 99, , 14, 7, 8
2018/6/5, 113, 109, , 14, 6, 9
2018/6/6, 136, 53, , 13, 2, 9
2018/6/7, 110, 35, , 15, 1, 4
2018/6/8, 51, 29, , 13, 1, 5
2018/6/9, 58, 35, , 10, 1, 8
2018/6/10, 83, 56, , 12, 2, 7
2018/6/11, 142, 61, , 14, 3, 7
2018/6/12, 132, 38, , 14, 1, 8
2018/6/13, 105, 49, , 13, 3, 11
2018/6/14, 127, 37, , 13, 2, 13
2018/6/15, 109, 59, , 12, 2, 7
2018/6/16, 130, 49, , 15, 2, 7
2018/6/17, 112, 75, , 14, 2, 9
2018/6/18, 158, 56, , 11, 1, 8
2018/6/19, 127, 49, , 15, 2, 8
2018/6/20, 111, 69, , 23, 4, 10
2018/6/21, 125, 69, , 17, 2, 9
2018/6/22, 144, 65, , 13, 2, 7
2018/6/23, 108, 60, , 12, 2, 6
2018/6/24, 102, 77, , 19, 4, 11
2018/6/25, 142, 59, , 11, , 9
2018/6/26, 137, 53, , 11, 2, 7
2018/6/27, 112, 28, , 10, 2, 3
2018/6/28, 42, 57, , 12, 5, 7
2018/6/29, 73, 63, , 12, 6, 7
2018/6/30, 107, 57, , 12, 3, 13
2018/1/1, 131, 46, , 26, 11, 12
2018/1/2, 111, 20, , 13, 2, 3
2018/1/3, 38, 31, , 21, 7, 8
2018/1/4, 60, 82, , 35, 13, 14
2018/1/5, 153, 64, , 36, 13, 17
2018/1/6, 117, 92, , 41, 23, 24
2018/1/7, 191, 50, , 9, 3, 4
2018/1/8, 56, 47, , 16, 5, 7
2018/1/9, 67, 20, , 8, 2, 3
2018/1/10, 29, 21, , 13, 4, 4
2018/1/11, 34, 69, , 29, 16, 13
2018/1/12, 150, 83, , 33, 14, 15
2018/1/13, 176, 98, , 38, 13, 17
2018/1/14, 194, 56, , 29, 9, 15
2018/1/15, 122, 67, , 28, 5, 12
2018/1/16, 93, 83, , 37, 13, 20
2018/1/17, 151, 69, , 37, 8, 17
2018/1/18, 133, 104, , 47, 16, 24
2018/1/19, 197, 71, , 36, 10, 17
2018/1/20, 141, 49, , 19, 5, 6
2018/1/21, 68, 47, , 23, 11, 14
2018/1/22, 124, 32, , 12, 3, 6
2018/1/23, 59, 43, , 27, 7, 10
2018/1/24, 102, 48, , 27, 10, 13
2018/1/25, 116, 46, , 26, 12, 8
2018/1/26, 136, 57, , 27, 28, 11
2018/1/27, 157, 45, , 17, 6, 7
2018/1/28, 78, 59, , 17, 4, 7
2018/1/29, 75, 60, , 29, 12, 14
2018/1/30, 137, 56, , 15, 4, 7
2018/1/31, 52, 72, , 26, 14, 14
2018/2/1, 127, 36, , 7, 2, 3
2018/2/2, 35, 22, , 9, 2, 4
2018/2/3, 41, 25, , 13, 4, 5
2018/2/4, 47, 25, , 10, 4, 8
2018/2/5, 46, 39, , 19, 7, 7
2018/2/6, 87, 55, , 20, 9, 12
2018/2/7, 110, 53, , 25, 10, 12
2018/2/8, 128, 102, , 20, 8, 9
2018/2/9, 111, 37, , 10, 3, 6
2018/2/10, 36, 53, , 15, 4, 5
2018/2/11, 47, 57, , 17, 6, 8
2018/2/12, 74, 75, , 25, 18, 13
2018/2/13, 143, 50, , 12, 6, 8
2018/2/14, 84, 81, , 16, 18, 13
2018/2/15, 157, 107, , 15, 19, 12
2018/2/16, 174, 70, , 22, 22, 19
2018/2/17, 153, 83, , 25, 12, 20
2018/2/18, 173, 92, , 18, 6, 19
2018/2/19, 184, 73, , 17, 9, 17
2018/2/20, 157, 77, , 20, 12, 19
2018/2/21, 166, 79, , 22, 8, 13
2018/2/22, 151, 90, , 26, 14, 14
2018/2/23, 158, 30, , 10, 4, 4
2018/2/24, 38, 41, , 19, 12, 7
2018/2/25, 95, 106, , 31, 12, 18
2018/2/26, 201, 97, , 23, 7, 15
2018/2/27, 191, 94, , 22, 8, 12
2018/2/28, 181, 41, , 9, 6, 6
2018/3/1, 45, 79, , 24, 13, 13
2018/3/2, 130, 97, , 19, 5, 13
2018/3/3, 189, 102, , 15, 4, 8
2018/3/4, 102, 59, , 21, 9, 9
2018/3/5, 83, 45, , 21, 8, 8
2018/3/6, 72, 53, , 25, 7, 10
2018/3/7, 102, 50, , 22, 10, 13
2018/3/8, 115, 64, , 24, 11, 10
2018/3/9, 136, 86, , 28, 9, 14
2018/3/10, 150, 63, , 25, 6, 10
2018/3/11, 141, 95, , 36, 9, 16
2018/3/12, 196, 191, , 60, 15, 29
2018/3/13, 342, 94, , 37, 10, 19
2018/3/14, 203, 78, , 13, 5, 9
2018/3/15, 102, 39, , 20, 7, 8
2018/3/16, 68, 38, , 31, 14, 9
2018/3/17, 99, 69, , 30, 3, 10
2018/3/18, 163, 66, , 27, 6, 12
2018/3/19, 146, 43, , 16, 5, 5
2018/3/20, 59, 50, , 23, 8, 7
2018/3/21, 83, 67, , 31, 13, 12
2018/3/22, 146, 106, , 43, 13, 15
2018/3/23, 193, 93, , 43, 9, 18
2018/3/24, 217, 71, , 29, 11, 10
2018/3/25, 167, 79, , 20, 10, 9
2018/3/26, 162, 88, , 18, 8, 9
2018/3/27, 147, 284, , 15, 5, 8
2018/3/28, 129, 83, , 20, 8, 9
2018/3/29, 74, 62, , 34, 7, 8
2018/3/30, 121, 104, , 41, 9, 19
2018/3/31, 183, 128, , 46, 5, 18
2017/10/1, 141, 49, , 12, 6, 6
2017/10/2, 51, 36, , 16, 6, 6
2017/10/3, 60, 53, , 16, 6, 6
2017/10/4, 116, 51, , 13, 5, 6
2017/10/5, 103, 61, , 18, 6, 6
2017/10/6, 131, 76, , 29, 7, 12
2017/10/7, 172, , , 21, 2, 8
2017/10/8, 167, 7, , 13, 2, 6
2017/10/9, 95, 12, , 11, 2, 4
2017/10/10, 35, 41, , 19, 2, 6
2017/10/11, 67, 50, , 25, 4, 7
2017/10/12, 104, 70, , 30, 5, 11
2017/10/13, 166, 51, , 25, 6, 9
2017/10/14, 107, 62, , 28, 6, 9
2017/10/15, 152, 39, , 22, 6, 8
2017/10/16, 109, 48, , 30, 6, 8
2017/10/17, 96, 45, , 28, 6, 8
2017/10/18, 137, 66, , 25, 4, 15
2017/10/19, 160, 74, , 35, 4, 17
2017/10/20, 168, 52, , 29, 5, 13
2017/10/21, 136, 43, , 22, 9, 12
2017/10/22, 81, 42, , 24, 6, 9
2017/10/23, 77, 56, , 32, 7, 11
2017/10/24, 131, 75, , 38, 8, 13
2017/10/25, 162, 107, , 36, 7, 17
2017/10/26, 209, 138, , 39, 4, 22
2017/10/27, 256, 59, , 20, 1, 14
2017/10/28, 134, 24, , 14, 3, 3
2017/10/29, 44, 49, , 29, 5, 11
2017/10/30, 101, 72, , 37, 7, 10
2017/10/31, 154, 78, , 39, 6, 14
2017/11/1, 151, 90, , 45, 11, 18
2017/11/2, 181, 27, , 28, 6, 10
2017/11/3, 96, 53, , 34, 5, 11
2017/11/4, 116, 61, , 31, 7, 10
2017/11/5, 146, 74, , 39, 10, 13
2017/11/6, 165, 82, , 34, 3, 16
2017/11/7, 145, 34, , 29, 5, 11
2017/11/8, 59, 65, , 33, 8, 13
2017/11/9, 121, 49, , 15, 4, 8
2017/11/10, 64, 33, , 19, 3, 8
2017/11/11, 81, 77, , 35, 12, 16
2017/11/12, 160, 69, , 26, 6, 14
2017/11/13, 110, 24, , 16, 1, 6
2017/11/14, 36, 35, , 23, 2, 9
2017/11/15, 66, 57, , 34, 7, 12
2017/11/16, 106, 56, , 23, 3, 7
2017/11/17, 87, 35, , 13, 3, 3
2017/11/18, 68, 85, , 38, 8, 11
2017/11/19, 170, 124, , 47, 21, 20
2017/11/20, 226, 104, , 40, 13, 18
2017/11/21, 204, 38, , 12, 1, 3
2017/11/22, 43, 38, , 13, 3, 4
2017/11/23, 52, 37, , 18, 5, 6
2017/11/24, 71, 67, , 33, 9, 12
2017/11/25, 142, 36, , 15, 2, 5
2017/11/26, 51, 69, , 32, 15, 13
2017/11/27, 139, 74, , 24, 10, 13
2017/11/28, 115, 34, , 18, 2, 6
2017/11/29, 46, 37, , 24, 2, 6
2017/11/30, 70, 70, , 35, 12, 11
2017/12/1, 152, 118, , 45, 11, 19
2017/12/2, 209, 88, , 36, 7, 16
2017/12/3, 197, 20, , 15, 2, 4
2017/12/4, 40, 64, , 29, 11, 10
2017/12/5, 136, 72, , 37, 9, 12
2017/12/6, 144, 26, , 19, 2, 5
2017/12/7, 56, 45, , 22, 8, 7
2017/12/8, 95, 96, , 42, 22, 17
2017/12/9, 179, 42, , 13, 3, 5
2017/12/10, 64, 21, , 12, 2, 4
2017/12/11, 35, 28, , 19, 7, 9
2017/12/12, 57, 54, , 32, 15, 20
2017/12/13, 117, 57, , 34, 15, 19
2017/12/14, 140, 30, , 20, 6, 9
2017/12/15, 112, 45, , 12, 2, 4
2017/12/16, 38, 60, , 29, 10, 10
2017/12/17, 127, 53, , 19, 8, 8
2017/12/18, 93, 40, , 19, 7, 7
2017/12/19, 81, 53, , 28, 10, 10
2017/12/20, 110, 73, , 36, 14, 14
2017/12/21, 157, 74, , 35, 12, 18
2017/12/22, 144, 80, , 44, 23, 20
2017/12/23, 159, 55, , 19, 7, 10
2017/12/24, 81, 40, , 22, 6, 9
2017/12/25, 73, 44, , 24, 7, 10
2017/12/26, 92, 62, , 33, 16, 16
2017/12/27, 133, 110, , 35, 8, 25
2017/12/28, 194, 126, , 35, 7, 23
2017/12/29, 249, 121, , 41, 9, 30
2017/12/30, 263, 129, , 41, 11, 28
2017/12/31, 274, 67, , 29, 11, 13
2017/7/1, 174, 54, 70, 12, 4, 14
2017/7/2, 131, 54, 37, 17, 1, 23
2017/7/3, 140, 59, 39, 21, 3, 24
2017/7/4, 139, 66, 102, 11, 3, 5
2017/7/5, 137, 91, 39, 16, 13, 11
2017/7/6, 164, 67, 86, 10, , 12
2017/7/7, 158, 88, 111, 16, 1, 12
2017/7/8, 158, 76, 96, 14, 1, 9
2017/7/9, 157, 51, 117, 18, 3, 8
2017/7/10, 109, 90, 135, 28, 6, 13
2017/7/11, 154, 70, 100, 11, 2, 6
2017/7/12, 129, 69, 96, 12, 2, 7
2017/7/13, 114, 91, 137, 15, 2, 9
2017/7/14, 116, 78, 52, 14, 1, 12
2017/7/15, 131, 59, 61, 11, 1, 7
2017/7/16, 130, 46, 51, 12, 1, 6
2017/7/17, 93, 80, 61, 14, , 8
2017/7/18, 158, 53, 69, 11, , 7
2017/7/19, 137, 81, 61, 14, 12, 8
2017/7/20, 141, 49, 26, 14, , 10
2017/7/21, 86, 42, 36, 20, , 13
2017/7/22, 93, 54, 75, 16, , 9
2017/7/23, 128, 76, 74, 20, 1, 14
2017/7/24, 169, 52, 51, 17, 4, 14
2017/7/25, 111, 54, 40, 24, 4, 12
2017/7/26, 83, 66, 73, 16, 2, 16
2017/7/27, 157, 76, 50, 24, 7, 25
2017/7/28, 148, 37, 44, 12, 3, 20
2017/7/29, 107, 57, 87, 11, 4, 9
2017/7/30, 125, 59, 79, 13, 2, 15
2017/7/31, 142, 54, 30, 15, 2, 16
2017/8/1, 122, 44, 23, 11, 2, 11
2017/8/2, 81, 33, 55, 6, 10, 9
2017/8/3, 59, 65, 95, 18, 3, 10
2017/8/4, 126, 52, 60, 12, , 8
2017/8/5, 121, 52, 100, 13, 4, 7
2017/8/6, 95, 59, 101, 14, 5, 9
2017/8/7, 87, 59, 106, 15, 6, 12
2017/8/8, 111, 38, 84, 12, 6, 6
2017/8/9, 85, 60, 93, 12, 7, 11
2017/8/10, 131, 85, 95, 14, 7, 12
2017/8/11, 165, 71, 45, 18, 2, 17
2017/8/12, 136, 60, 24, 19, 1, 13
2017/8/13, 140, 40, 36, 14, 1, 9
2017/8/14, 77, 50, 71, 19, 1, 9
2017/8/15, 93, 54, 53, 20, 1, 12
2017/8/16, 122, 48, 69, 19, 4, 19
2017/8/17, 108, 53, 43, 18, 2, 11
2017/8/18, 120, 46, 40, 14, 1, 5
2017/8/19, 98, 55, 59, 13, 1, 10
2017/8/20, 133, 56, 66, 12, 1, 7
2017/8/21, 115, 75, 68, 19, 2, 14
2017/8/22, 152, 50, 49, 14, 3, 8
2017/8/23, 112, 51, , 20, 4, 9
2017/8/24, 109, 47, , 23, 4, 7
2017/8/25, 51, 57, , 21, 6, 7
2017/8/26, 65, 27, , 14, 3, 6
2017/8/27, 54, 28, , 13, 2, 6
2017/8/28, 74, 47, , 15, 6, 5
2017/8/29, 67, 33, , 7, 2, 3
2017/8/30, 59, 47, , 7, 1, 7
2017/8/31, 102, 61, , 11, 2, 7
2017/9/1, 136, 55, , 15, 2, 8
2017/9/2, 115, 64, , 14, 4, 7
2017/9/3, 121, 62, , 13, 3, 7
2017/9/4, 131, 65, , 11, 4, 8
2017/9/5, 140, 77, , 19, 5, 10
2017/9/6, 168, , , , , 
2017/9/11, 89, 62, , 15, 6, 10
2017/9/12, 111, 73, , 19, 9, 11
2017/9/13, 131, 64, , 15, 5, 8
2017/9/14, 132, 69, , 19, 5, 9
2017/9/15, 140, 90, , 22, 7, 14
2017/9/16, 181, 53, , 17, 3, 7
2017/9/17, 93, 75, , 23, 5, 9
2017/9/18, 135, 51, , 20, 3, 5
2017/9/19, 70, 60, , 28, 6, 10
2017/9/20, 75, 77, , 19, 9, 9
2017/9/21, 129, 74, , 17, 3, 5
2017/9/22, 77, 109, , 25, 8, 7
2017/9/23, 120, 107, , 20, 5, 12
2017/9/24, 177, 87, , 16, 3, 9
2017/9/25, 165, 61, , 14, 3, 5
2017/9/26, 109, 41, , 15, 8, 8
2017/9/27, 65, 37, , 15, 3, 4
2017/9/28, 48, 90, , 29, 12, 17
2017/9/29, 145, 84, , 21, 9, 16
2017/9/30, 156, 93, , 24, 6, 11
2017/4/1, 161, 95, 39, 43, 15, 13
2017/4/2, 175, 120, 75, 46, 20, 16
2017/4/3, 212, 90, 45, 33, 23, 14
2017/4/4, 183, 69, 41, 23, 8, 13
2017/4/5, 162, 97, 55, 26, 11, 15
2017/4/6, 181, 89, 42, 26, 9, 18
2017/4/7, 160, 100, 19, 43, 11, 21
2017/4/8, 150, 75, 25, 35, 13, 16
2017/4/9, 138, 73, 46, 25, 13, 12
2017/4/10, 153, 69, 39, 22, 8, 13
2017/4/11, 144, 109, 46, 31, 13, 17
2017/4/12, 149, 123, 34, 37, 15, 21
2017/4/13, 152, 82, 46, 25, 14, 13
2017/4/14, 158, 108, 50, 38, 16, 12
2017/4/15, 162, 130, 43, 39, 15, 12
2017/4/16, 178, 126, 45, 18, 7, 10
2017/4/17, 175, 97, 44, 12, 3, 4
2017/4/18, 99, 90, 28, 33, 6, 7
2017/4/19, 148, 105, 42, 30, 10, 10
2017/4/20, 146, 65, 44, 22, 9, 7
2017/4/21, 119, 91, 51, 21, 9, 9
2017/4/22, 149, 79, 45, 17, 7, 7
2017/4/23, 131, 90, 47, 28, 12, 15
2017/4/24, 159, 47, 33, 19, 5, 6
2017/4/25, 82, 61, 44, 26, 10, 11
2017/4/26, 102, 64, 50, 25, 7, 10
2017/4/27, 111, 66, 53, 23, 9, 7
2017/4/28, 120, 79, 50, 27, 8, 8
2017/4/29, 135, 159, 37, 22, 13, 10
2017/4/30, 152, 93, 43, 27, 11, 10
2017/5/1, 121, 107, 114, 35, 15, 15
2017/5/2, 146, 77, 62, 20, 9, 10
2017/5/3, 137, 586, 44, 18, 3, 7
2017/5/4, 280, 607, 49, 19, 7, 10
2017/5/5, 264, 99, 53, 19, 6, 9
2017/5/6, 117, 94, 65, 27, 7, 11
2017/5/7, 138, 143, 83, 27, 10, 13
2017/5/8, 169, 71, 72, 14, 7, 8
2017/5/9, 132, 64, 71, 21, 7, 9
2017/5/10, 132, 125, 60, 27, 8, 10
2017/5/11, 160, 207, 68, 14, 6, 7
2017/5/12, 158, 101, 46, 14, 5, 8
2017/5/13, 119, 55, 54, 17, 8, 9
2017/5/14, 92, 67, 51, 20, 7, 7
2017/5/15, 101, 70, 79, 23, 10, 9
2017/5/16, 114, 78, 116, 19, 8, 9
2017/5/17, 138, 91, 113, 24, 8, 9
2017/5/18, 149, 103, 104, 21, 9, 10
2017/5/19, 146, 87, 114, 21, 8, 9
2017/5/20, 152, 70, 51, 21, 7, 13
2017/5/21, 141, 48, 26, 18, 4, 8
2017/5/22, 117, 47, 61, 17, 3, 7
2017/5/23, 104, 59, 65, 24, 6, 8
2017/5/24, 123, 70, 39, 18, 5, 8
2017/5/25, 96, 60, 82, 23, 12, 5
2017/5/26, 94, 93, 104, 41, 9, 11
2017/5/27, 146, 112, 113, 33, 10, 15
2017/5/28, 168, 97, 54, 16, 7, 8
2017/5/29, 124, 68, 53, 22, 3, 14
2017/5/30, 133, 84, 77, 25, 6, 10
2017/5/31, 156, 61, 56, 18, 9, 14
2017/6/1, 124, 54, 28, 16, 4, 6
2017/6/2, 87, 45, 49, 22, 14, 12
2017/6/3, 97, 57, 81, 29, 13, 8
2017/6/4, 116, 74, 66, 28, 15, 8
2017/6/5, 134, 46, 37, 20, 3, 7
2017/6/6, 116, 49, 75, 18, 4, 7
2017/6/7, 133, 73, 80, 25, 8, 10
2017/6/8, 138, 73, 97, 11, 5, 25
2017/6/9, 114, 52, 34, 11, 5, 20
2017/6/10, 63, 60, 62, 23, 10, 16
2017/6/11, 81, 57, 61, 17, 5, 15
2017/6/12, 101, 55, 50, 22, 6, 19
2017/6/13, 130, 65, 109, 31, 7, 12
2017/6/14, 140, 77, 110, 14, 8, 5
2017/6/15, 145, 78, 104, 12, 4, 9
2017/6/16, 147, 72, 89, 17, 6, 11
2017/6/17, 146, 68, 102, 12, 6, 11
2017/6/18, 139, 74, 112, 12, 7, 6
2017/6/19, 156, 57, 105, 12, 4, 5
2017/6/20, 113, 63, 81, 16, 7, 10
2017/6/21, 124, 54, 52, 15, 1, 12
2017/6/22, 131, 29, 44, 9, , 11
2017/6/23, 103, 51, 47, 10, 1, 17
2017/6/24, 143, 63, 98, 16, 2, 16
2017/6/25, 144, 57, 106, 20, 2, 11
2017/6/26, 126, 74, 122, 18, 7, 15
2017/6/27, 166, 82, 117, 18, 5, 14
2017/6/28, 162, 81, 101, 17, 4, 14
2017/6/29, 167, 69, 109, 15, 2, 12
2017/6/30, 161, 84, 126, 14, 2, 15
2017/1/2, 363, 203, 5, 54, 15, 56
2017/1/3, 335, 203, 3, 66, 12, 71
2017/1/4, 313, 111, 10, 35, 15, 25
2017/1/5, 181, 92, 6, 43, 22, 19
2017/1/6, 172, 136, 6, 49, 19, 29
2017/1/7, 231, 121, 17, 36, 13, 27
2017/1/8, 200, 52, 25, 22, 11, 11
2017/1/9, 92, 67, 25, 24, 9, 14
2017/1/10, 104, 104, 15, 43, 23, 22
2017/1/11, 199, 125, 8, 53, 28, 31
2017/1/12, 233, 28, 28, 15, 5, 8
2017/1/13, 68, 36, 19, 18, 9, 10
2017/1/14, 60, 29, 19, 23, 15, 8
2017/1/15, 79, 65, 3, 34, 14, 18
2017/1/16, 145, 95, 3, 35, 18, 28
2017/1/17, 185, 88, 13, 37, 21, 26
2017/1/18, 183, 71, 28, 24, 14, 19
2017/1/19, 130, 30, 28, 16, 6, 9
2017/1/20, 70, 53, 28, 22, 15, 12
2017/1/21, 97, 36, 25, 18, 7, 10
2017/1/22, 83, 59, 18, 35, 27, 16
2017/1/23, 142, 72, 16, 39, 17, 25
2017/1/24, 164, 138, 19, 43, 38, 26
2017/1/25, 257, 173, 25, 38, 21, 30
2017/1/26, 289, 61, 31, 14, 16, 8
2017/1/27, 106, 177, 13, 29, 44, 18
2017/1/28, 267, 84, 29, 15, 11, 12
2017/1/29, 139, 22, 30, 11, 4, 6
2017/1/30, 54, 65, 32, 20, 16, 14
2017/1/31, 156, 47, 30, 15, 12, 9
2017/2/1, 102, 73, 32, 26, 18, 15
2017/2/2, 164, 116, 35, 34, 19, 20
2017/2/3, 218, 134, 21, 23, 10, 18
2017/2/4, 239, 48, 33, 16, 6, 12
2017/2/5, 122, 32, 28, 17, 8, 12
2017/2/6, 70, 47, 18, 28, 18, 15
2017/2/7, 127, 70, 34, 20, 8, 13
2017/2/8, 113, 35, 33, 9, 3, 9
2017/2/9, 60, 35, 33, 12, 3, 8
2017/2/10, 60, 90, 31, 26, 15, 11
2017/2/11, 132, 143, 17, 51, 37, 22
2017/2/12, 235, 190, 22, 56, 25, 28
2017/2/13, 280, 91, 17, 45, 17, 23
2017/2/14, 182, 217, 10, 68, 23, 32
2017/2/15, 293, 233, 14, 50, 20, 30
2017/2/16, 260, 56, 32, 19, 6, 9
2017/2/17, 88, 96, 27, 39, 25, 20
2017/2/18, 175, 120, 33, 34, 17, 18
2017/2/19, 190, 41, 34, 13, 3, 7
2017/2/20, 64, 68, 12, 40, 21, 18
2017/2/21, 152, 124, 30, 36, 15, 29
2017/2/22, 207, 39, 34, 19, 6, 12
2017/2/23, 86, 72, 33, 33, 12, 18
2017/2/24, 149, 51, 34, 35, 9, 14
2017/2/25, 108, 75, 30, 37, 14, 20
2017/2/26, 142, 100, 32, 45, 25, 23
2017/2/27, 180, 85, 36, 37, 14, 18
2017/2/28, 133, 67, 37, 23, 9, 16
2017/3/1, 106, 65, 35, 26, 9, 11
2017/3/2, 103, 101, 24, 34, 14, 11
2017/3/3, 162, 106, 30, 42, 17, 16
2017/3/4, 178, 70, 34, 25, 9, 12
2017/3/5, 135, 52, 32, 19, 7, 7
2017/3/6, 95, 33, 33, 12, 3, 5
2017/3/7, 59, 48, 39, 25, 6, 9
2017/3/8, 90, 53, 38, 27, 9, 11
2017/3/9, 102, 93, 39, 42, 23, 16
2017/3/10, 167, 113, 3, 57, 35, 24
2017/3/11, 183, 43, 2, 23, 11, 16
2017/3/13, 82, 83, 27, 39, 17, 17
2017/3/14, 141, 80, 42, 41, 25, 15
2017/3/15, 152, 106, 62, 42, 25, 17
2017/3/16, 166, 104, 44, 41, 16, 13
2017/3/17, 190, 169, 53, 63, 19, 26
2017/3/18, 268, 145, 62, 53, 26, 23
2017/3/19, 271, 116, 32, 37, 16, 11
2017/3/20, 171, 89, 49, 29, 14, 12
2017/3/21, 163, 131, 38, 40, 29, 16
2017/3/22, 189, 80, 26, 38, 11, 15
2017/3/23, 180, 58, 33, 25, 5, 11
2017/3/24, 148, 80, 27, 27, 7, 18
2017/3/25, 170, 36, 36, 18, 4, 7
2017/3/26, 95, 40, 39, 20, 4, 6
2017/3/27, 87, 67, 49, 35, 13, 10
2017/3/28, 140, 85, 49, 27, 11, 10
2017/3/29, 170, 105, 28, 35, 14, 15
2017/3/30, 169, 68, 41, 29, 9, 10
2017/3/31, 133, 86, 40, 27, 13, 11
2020/1/1, , 73, , 38, 14, 13
2018/12/31, , 61, , 31, 12, 12
2017/9/10, , 50, , 12, 3, 7
2017/1/1, , 224, 9, 67, 17, 61
2017/3/12, , 68, 35, 33, 12, 14
